0,8208,OK
1,8208,OK
2,8208,OK
3,8208,OK
4,8208,OK
5,8208,OK
6,8208,OK
7,8208,OK
8,8208,OK
9,8208,OK
10,8208,OK
11,8208,OK
12,8208,OK
13,8208,OK
14,8208,OK
15,8208,OK
16,8208,OK
17,8208,OK
18,8208,OK
19,8208,OK
20,8208,OK
21,8208,OK
22,8208,OK
23,8208,OK
24,8208,OK
25,8208,OK
26,8208,OK
27,8208,OK
28,8208,OK
29,8208,OK
30,8208,OK
31,8208,OK
32,8208,OK
33,8208,OK
34,8208,OK
35,8208,OK
36,8208,OK
37,8208,OK
38,8208,OK
39,8208,OK
40,8208,OK
41,8208,OK
42,8208,OK
43,8208,OK
44,8208,OK
45,8208,OK
46,8208,OK
47,8208,OK
48,8208,OK
49,8208,OK
50,8208,OK
51,8208,OK
52,8208,OK
53,8208,OK
54,8208,OK
55,8208,OK
56,8208,OK
57,8208,OK
58,8208,OK
59,8208,OK
60,8208,OK
61,8208,OK
62,8208,OK
63,8208,OK
64,8208,OK
65,8208,OK
66,8208,OK
67,8208,OK
68,8208,OK
69,8208,OK
70,8208,OK
71,8208,OK
72,8208,OK
73,8208,OK
74,8208,OK
75,8208,OK
76,8208,OK
77,8208,OK
78,8208,OK
79,8208,OK
80,8208,OK
81,8208,OK
82,8208,OK
83,8208,OK
84,8208,OK
85,8208,OK
86,8208,OK
87,8208,OK
88,8208,OK
89,8208,OK
90,8208,OK
91,8208,OK
92,8208,OK
93,8208,OK
94,8208,OK
95,8208,OK
96,8208,OK
97,8208,OK
98,8208,OK
99,8208,OK
100,8208,OK
101,8208,OK
102,8208,OK
103,8208,OK
104,8208,OK
105,8208,OK
106,8208,OK
107,8208,OK
108,8208,OK
109,8208,OK
110,8208,OK
111,8208,OK
112,8208,OK
113,8208,OK
114,8208,OK
115,8208,OK
116,8208,OK
117,8208,OK
118,8208,OK
119,8208,OK
120,8208,OK
121,8208,OK
122,8208,OK
123,8208,OK
124,8208,OK
125,8208,OK
126,8208,OK
127,8208,OK
128,8208,OK
129,8208,OK
130,8208,OK
131,8208,OK
132,8208,OK
133,8208,OK
134,8208,OK
135,8208,OK
136,8208,OK
137,8208,OK
138,8208,OK
139,8208,OK
140,8208,OK
141,8208,OK
142,8208,OK
143,8208,OK
144,8208,OK
145,8208,OK
146,8208,OK
147,8208,OK
148,8208,OK
149,8208,OK
150,8208,OK
151,8208,OK
152,8208,OK
153,8208,OK
154,8208,OK
155,8208,OK
156,8208,OK
157,8208,OK
158,8208,OK
159,8208,OK
160,8208,OK
161,8208,OK
162,8208,OK
163,8208,OK
164,8208,OK
165,8208,OK
166,8208,OK
167,8208,OK
168,8208,FAIL
